Water Depth [inch],Factor
170.4724,0.9141
170.8661,0.9149
171.2598,0.9157
171.6535,0.9165
172.0472,0.9173
172.4409,0.9182
172.8346,0.919
173.2283,0.9198
173.622,0.9206
174.0157,0.9214
174.4094,0.9222
174.8031,0.9231
175.1969,0.9239
175.5906,0.9247
175.9843,0.9255
176.378,0.9263
176.7717,0.9271
177.1654,0.928
177.5591,0.9288
177.9528,0.9296
178.3465,0.9304
178.7402,0.9312
179.1339,0.932
179.5276,0.9329
179.9213,0.9337
180.315,0.9345
180.7087,0.9353
181.1024,0.9361
181.4961,0.9369
181.8898,0.9377
182.2835,0.9386
182.6772,0.9394
183.0709,0.9402
183.4646,0.941
183.8583,0.9418
184.252,0.9426
184.6457,0.9435
185.0394,0.9443
185.4331,0.9451
185.8268,0.9459
186.2205,0.9467
186.6142,0.9475
187.0079,0.9484
187.4016,0.9492
187.7953,0.95
188.189,0.9508
188.5827,0.9516
188.9764,0.9524
189.3701,0.9532
189.7638,0.9541
190.1575,0.9549
190.5512,0.9557
190.9449,0.9565
191.3386,0.9573
191.7323,0.9581
192.126,0.959
192.5197,0.9598
192.9134,0.9606
193.3071,0.9614
193.7008,0.9622
194.0945,0.963
194.4882,0.9639
194.8819,0.9647
195.2756,0.9655
195.6693,0.9663
196.063,0.9671
196.4567,0.9679
196.8504,0.9688
197.2441,0.9691
197.6378,0.9694
198.0315,0.9697
198.4252,0.97
198.8189,0.9703
199.2126,0.9706
199.6063,0.9709
200,0.9713
200.3937,0.9716
200.7874,0.9719
201.1811,0.9722
201.5748,0.9725
201.9685,0.9728
202.3622,0.9731
202.7559,0.9734
203.1496,0.9738
203.5433,0.9741
203.937,0.9744
204.3307,0.9747
204.7244,0.975
205.1181,0.9753
205.5118,0.9756
205.9055,0.9759
206.2992,0.9763
206.6929,0.9766
207.0866,0.9769
207.4803,0.9772
207.874,0.9775
208.2677,0.9778
208.6614,0.9781
209.0551,0.9784
209.4488,0.9788
209.8425,0.9791
210.2362,0.9794
210.6299,0.9797
211.0236,0.98
211.4173,0.9803
211.811,0.9806
212.2047,0.9809
212.5984,0.9813
212.9921,0.9816
213.3858,0.9819
213.7795,0.9822
214.1732,0.9825
214.5669,0.9828
214.9606,0.9831
215.3543,0.9834
215.748,0.9838
216.1417,0.9841
216.5354,0.9844
216.9291,0.9847
217.3228,0.985
217.7165,0.9853
218.1102,0.9856
218.5039,0.9859
218.8976,0.9862
219.2913,0.9866
219.685,0.9869
220.0787,0.9872
220.4724,0.9875
220.8661,0.9878
221.2598,0.9881
221.6535,0.9884
222.0472,0.9887
222.4409,0.9891
222.8346,0.9894
223.2283,0.9897
223.622,0.99
224.0157,0.9903
224.4094,0.9906
224.8031,0.9909
225.1969,0.9912
225.5906,0.9916
225.9843,0.9919
226.378,0.9922
226.7717,0.9925
227.1654,0.9928
227.5591,0.9931
227.9528,0.9934
228.3465,0.9937
228.7402,0.9941
229.1339,0.9944
229.5276,0.9947
229.9213,0.995
230.315,0.9953
230.7087,0.9956
231.1024,0.9959
231.4961,0.9962
231.8898,0.9966
232.2835,0.9969
232.6772,0.9972
233.0709,0.9975
233.4646,0.9978
233.8583,0.9981
234.252,0.9984
234.6457,0.9987
235.0394,0.9991
235.4331,0.9994
235.8268,0.9997
236.2205,1
236.6142,1
237.0079,1
237.4016,1
237.7953,1
238.189,1
238.5827,1
238.9764,1
239.3701,1
239.7638,1
240.1575,1
240.5512,1
240.9449,1
241.3386,1
241.7323,1
242.126,1
242.5197,1
242.9134,1
243.3071,1
243.7008,1
244.0945,1
244.4882,1
244.8819,1
245.2756,1
245.6693,1
246.063,1
246.4567,1
246.8504,1
247.2441,1
247.6378,1
248.0315,1
248.4252,1
248.8189,1
249.2126,1
249.6063,1
250,1
250.3937,1
250.7874,1
251.1811,1
251.5748,1
251.9685,1
252.3622,1
252.7559,1
253.1496,1
253.5433,1
253.937,1
254.3307,1
254.7244,1
255.1181,1
255.5118,1
255.9055,1
256.2992,1
256.6929,1
257.0866,1
257.4803,1
257.874,1
258.2677,1
258.6614,1
259.0551,1
259.4488,1
259.8425,1
260.2362,1
260.6299,1
261.0236,1
261.4173,1
261.811,1
262.2047,1
262.5984,1
262.9921,1
263.3858,1
263.7795,1
264.1732,1
264.5669,1
264.9606,1
265.3543,1
265.748,1
266.1417,1
266.5354,1
266.9291,1
267.3228,1
267.7165,1
268.1102,1
268.5039,1
268.8976,1
269.2913,1
269.685,1
270.0787,1
270.4724,1
270.8661,1
271.2598,1
271.6535,1
272.0472,1
272.4409,1
272.8346,1
273.2283,1
273.622,1
274.0157,1
274.4094,1
274.8031,1
275.1969,1
275.5906,1
275.9843,1
276.378,1
276.7717,1
277.1654,1
277.5591,1
277.9528,1
278.3465,1
278.7402,1
279.1339,1
279.5276,1
279.9213,1
280.315,1
280.7087,1
281.1024,1
281.4961,1
281.8898,1
282.2835,1
282.6772,1
283.0709,1
283.4646,1
283.8583,1
284.252,1
284.6457,1
285.0394,1
285.4331,1
285.8268,1
286.2205,1
286.6142,1
287.0079,1
287.4016,1
287.7953,1
288.189,1
288.5827,1
288.9764,1
289.3701,1
289.7638,1
290.1575,1
290.5512,1
290.9449,1
291.3386,1
291.7323,1
292.126,1
292.5197,1
292.9134,1
293.3071,1
293.7008,1
294.0945,1
294.4882,1
294.8819,1
295.2756,1
295.6693,1
296.063,1
296.4567,1
296.8504,1
297.2441,1
297.6378,1
298.0315,1
298.4252,1
298.8189,1
299.2126,1
299.6063,1
300,1
300.3937,1
300.7874,1
301.1811,1
301.5748,1
301.9685,1
302.3622,1
302.7559,1
303.1496,1
303.5433,1
303.937,1
304.3307,1
304.7244,1
305.1181,1
305.5118,1
305.9055,1
306.2992,1
306.6929,1
307.0866,1
307.4803,1
307.874,1
308.2677,1
308.6614,1
309.0551,1
309.4488,1
309.8425,1
310.2362,1
310.6299,1
311.0236,1
311.4173,1
311.811,1
312.2047,1
312.5984,1
312.9921,1
313.3858,1
313.7795,1
314.1732,1
314.5669,1
314.9606,1
315.3543,1
315.748,1
316.1417,1
316.5354,1
316.9291,1
317.3228,1
317.7165,1
318.1102,1
318.5039,1
318.8976,1
319.2913,1
319.685,1
320.0787,1
320.4724,1
320.8661,1
321.2598,1
321.6535,1
322.0472,1
322.4409,1
322.8346,1
323.2283,1
323.622,1
324.0157,1
324.4094,1
324.8031,1
325.1969,1
325.5906,1
325.9843,1
326.378,1
326.7717,1
327.1654,1
327.5591,1
327.9528,1
328.3465,1
328.7402,1
329.1339,1
329.5276,1
329.9213,1
330.315,1
330.7087,1
331.1024,1
331.4961,1
331.8898,1
332.2835,1
332.6772,1
333.0709,1
333.4646,1
333.8583,1
334.252,1
334.6457,1
335.0394,1
335.4331,1
335.8268,1
336.2205,1
336.6142,1
337.0079,1
337.4016,1
337.7953,1
338.189,1
338.5827,1
338.9764,1
339.3701,1
339.7638,1
340.1575,1
340.5512,1
340.9449,1
341.3386,1
341.7323,1
342.126,1
342.5197,1
342.9134,1
343.3071,1
343.7008,1
344.0945,1
344.4882,1
344.8819,1
345.2756,1
345.6693,1
346.063,1
346.4567,1
346.8504,1
347.2441,1
347.6378,1
348.0315,1
348.4252,1
348.8189,1
349.2126,1
349.6063,1
350,1
350.3937,1
350.7874,1
351.1811,1
351.5748,1
351.9685,1
352.3622,1
352.7559,1
353.1496,1
353.5433,1
353.937,1
354.3307,1
354.7244,1
355.1181,1
355.5118,1
355.9055,1
356.2992,1
356.6929,1
357.0866,1
357.4803,1
357.874,1
358.2677,1
358.6614,1
359.0551,1
359.4488,1
359.8425,1
360.2362,1
360.6299,1
361.0236,1
361.4173,1
361.811,1
362.2047,1
362.5984,1
362.9921,1
363.3858,1
363.7795,1
364.1732,1
364.5669,1
364.9606,1
365.3543,1
365.748,1
366.1417,1
366.5354,1
366.9291,1
367.3228,1
367.7165,1
368.1102,1
368.5039,1
368.8976,1
369.2913,1
369.685,1
370.0787,1
370.4724,1
370.8661,1
371.2598,1
371.6535,1
372.0472,1
372.4409,1
372.8346,1
373.2283,1
373.622,1
374.0157,1
374.4094,1
374.8031,1
375.1969,1
375.5906,1
375.9843,1
376.378,1
376.7717,1
377.1654,1
377.5591,1
377.9528,1
378.3465,1
378.7402,1
379.1339,1
379.5276,1
379.9213,1
380.315,1
380.7087,1
381.1024,1
381.4961,1
381.8898,1
382.2835,1
382.6772,1
383.0709,1
383.4646,1
383.8583,1
384.252,1
384.6457,1
385.0394,1
385.4331,1
385.8268,1
386.2205,1
386.6142,1
387.0079,1
387.4016,1
387.7953,1
388.189,1
388.5827,1
388.9764,1
389.3701,1
389.7638,1
390.1575,1
390.5512,1
390.9449,1
391.3386,1
391.7323,1
392.126,1
392.5197,1
392.9134,1
393.3071,1
393.7008,1
